ImageId,1,2,3,4
0002cc93b.jpg,True,False,False,False
00031f466.jpg,False,False,False,False
000418bfc.jpg,False,False,False,False
000789191.jpg,False,False,False,False
0007a71bf.jpg,False,False,True,False
000a4bcdd.jpg,True,False,False,False
000f6bf48.jpg,False,False,False,True
0014fce06.jpg,False,False,True,False
001982b08.jpg,False,False,False,False
001d1b355.jpg,False,False,False,False
001d3d093.jpg,False,False,False,False
0025bde0c.jpg,False,False,True,True
002af848d.jpg,False,False,False,True
002e73b3c.jpg,False,False,False,False
002fc4e19.jpg,True,True,False,False
0030401a5.jpg,False,False,False,True
003ac9d2a.jpg,False,False,False,False
0046839bd.jpg,False,False,True,False
005b92582.jpg,False,False,False,False
005d86c25.jpg,False,False,True,False
005da33cf.jpg,False,False,False,False
005dbf0e0.jpg,False,False,False,False
005f02e20.jpg,False,False,True,False
005f19695.jpg,False,False,True,False
006a4402e.jpg,False,False,False,False
0074d81d0.jpg,False,False,False,False
00762aa3b.jpg,False,False,False,False
007f28bba.jpg,False,False,False,False
008479d08.jpg,False,False,False,False
008621629.jpg,False,False,False,True
0088260da.jpg,False,False,True,False
00894274f.jpg,False,False,False,False
008b9acf5.jpg,False,False,False,False
008d0f87b.jpg,False,False,True,False
008ef3d74.jpg,True,True,False,False
0095cd374.jpg,False,False,True,False
009b12ccc.jpg,False,False,False,False
00ac8372f.jpg,True,True,False,False
00af2671f.jpg,False,False,True,False
00b989e78.jpg,False,False,False,False
00bc01bfe.jpg,True,False,False,False
00bf8497a.jpg,False,False,True,False
00c24a74c.jpg,False,False,False,False
00c6060db.jpg,False,False,False,False
00c88fed0.jpg,True,True,False,False
00cdb56a0.jpg,False,False,True,False
00d639396.jpg,False,False,True,False
00d7ae946.jpg,False,False,False,False
00dcb19f3.jpg,False,False,False,False
00ded7837.jpg,False,False,False,False
00e0398ad.jpg,False,False,True,False
00ec97699.jpg,False,False,True,False
00f1665e6.jpg,False,False,True,False
00f68d337.jpg,False,False,False,False
00f6e702c.jpg,False,False,True,False
00f95222c.jpg,False,False,False,False
00fe04c98.jpg,False,False,False,False
00fe7f023.jpg,False,False,False,False
0101e2cf0.jpg,False,False,False,False
01053d28f.jpg,True,False,False,False
010db68d1.jpg,True,False,False,False
012a4581b.jpg,False,False,False,False
012a9a4c7.jpg,True,False,False,False
012d29df4.jpg,False,False,True,False
012f26693.jpg,False,False,True,True
01338c0ea.jpg,False,False,True,False
0139dd004.jpg,False,False,True,False
0141c9bf3.jpg,False,False,True,False
014409fcc.jpg,False,False,False,False
0148e9891.jpg,False,False,True,False
014ebe543.jpg,False,False,True,False
01540cab1.jpg,False,False,True,False
015ed7fac.jpg,False,False,False,False
01661826d.jpg,True,False,False,False
0167a740e.jpg,True,False,False,False
016af13d0.jpg,False,False,True,False
016efe618.jpg,False,False,False,True
01764ee81.jpg,False,False,True,False
017c828a1.jpg,True,False,False,False
017d75655.jpg,False,False,False,False
0181695f9.jpg,False,False,False,False
018ccdfed.jpg,False,False,False,True
01919944c.jpg,False,False,True,False
0198ab92d.jpg,False,False,False,False
019f42c2a.jpg,False,False,True,False
01a1027ce.jpg,False,False,True,False
01afbfa7a.jpg,False,False,False,True
01b043500.jpg,False,False,True,False
01b237ab8.jpg,False,False,False,False
01b492dd6.jpg,False,False,True,False
01b6c2dc1.jpg,False,False,False,False
01c3ef286.jpg,False,False,True,False
01cf446d4.jpg,False,False,True,False
01cfacf80.jpg,False,False,True,True
01d590c5f.jpg,False,False,False,False
01d97b205.jpg,False,False,False,False
01dbcd2ec.jpg,False,False,False,False
01df77e59.jpg,True,False,False,False
01e020dc5.jpg,False,False,True,False
01e501f99.jpg,False,False,False,False
01e69cfc3.jpg,False,False,False,False
01ebe0d32.jpg,False,False,True,False
01fd320c9.jpg,False,False,True,False
01fd50e68.jpg,False,False,True,False
0202a5f22.jpg,False,False,False,False
020ff3106.jpg,False,False,True,False
0217af9b1.jpg,False,False,True,False
0218c0fcc.jpg,False,False,False,True
02291e913.jpg,False,False,True,False
023353d24.jpg,False,False,False,False
023a21cf2.jpg,False,False,False,False
02431211b.jpg,False,False,True,False
02449f836.jpg,False,False,False,False
025cb9f6e.jpg,False,False,True,False
025dc8dc8.jpg,False,False,True,False
026105525.jpg,False,False,False,False
026183d85.jpg,False,True,False,False
02701c239.jpg,False,False,True,False
02709b038.jpg,False,False,False,False
0274a26b4.jpg,False,False,False,False
02761e0d1.jpg,False,False,False,False
027b280f4.jpg,False,False,False,False
0281aba7b.jpg,False,False,True,False
0285f63ad.jpg,False,False,False,False
028eb44d1.jpg,False,False,True,False
028ed7768.jpg,False,False,True,False
0294f23c0.jpg,False,False,True,False
02a78fb18.jpg,False,False,False,False
02aa62471.jpg,False,False,False,False
02b2cb5c3.jpg,False,False,False,False
02b2d3aa4.jpg,True,False,False,False
02b6b9f29.jpg,False,False,False,False
02b906933.jpg,False,False,True,False
02bb80457.jpg,False,False,False,False
02bf279c9.jpg,False,False,True,False
02c4655ff.jpg,True,False,False,False
02c79bfcb.jpg,False,False,True,False
02c7f44d9.jpg,False,False,False,False
02d006f47.jpg,False,False,False,False
02d18b8a4.jpg,False,False,True,False
02d3ca489.jpg,False,False,False,False
02d573611.jpg,False,False,False,True
02d8c6b30.jpg,False,False,True,False
02ea1d0e8.jpg,False,False,False,False
030336aa4.jpg,False,False,False,False
03098160c.jpg,False,False,False,False
031179c6e.jpg,False,False,False,False
031614d60.jpg,False,False,False,False
031627893.jpg,False,False,True,False
031f334ec.jpg,False,False,True,False
031fc45b5.jpg,False,False,False,False
03216ed91.jpg,False,False,False,False
03284f71b.jpg,False,False,False,False
03395a3da.jpg,False,False,False,False
0340e13c4.jpg,False,False,True,False
03461f8e0.jpg,False,False,True,False
034941f9d.jpg,False,False,True,False
034a72783.jpg,False,False,False,False
034b387c3.jpg,False,False,False,False
034e64ff3.jpg,False,False,False,False
035021da2.jpg,False,False,True,False
0358eaf5b.jpg,False,False,False,False
0360edfb8.jpg,False,False,True,False
036505ca3.jpg,False,False,False,False
036c4e5d2.jpg,True,False,False,False
036c7d18c.jpg,False,False,True,False
037887e11.jpg,False,False,False,False
037fca267.jpg,False,False,True,False
0384b81f8.jpg,False,False,False,False
03860f6a9.jpg,False,False,True,False
0386ce84b.jpg,False,False,True,False
038c59253.jpg,False,False,False,False
038c9fdad.jpg,False,False,False,False
038f14456.jpg,False,False,False,True
0391d44d6.jpg,False,False,True,True
039577d49.jpg,False,False,True,False
0399d7c46.jpg,False,False,False,False
03ab4e3ea.jpg,False,False,True,False
03ae2bc91.jpg,False,False,False,False
03af7f0c0.jpg,False,False,False,False
03b3b06e1.jpg,False,False,False,False
03ba7286b.jpg,False,False,False,False
03c558103.jpg,False,False,False,False
03ca4d04c.jpg,False,False,True,False
03da79fda.jpg,True,False,False,False
03db6bbc3.jpg,False,False,True,True
03e2515a7.jpg,False,False,False,False
03f15daba.jpg,False,False,False,False
03faf7462.jpg,False,False,True,False
0401d67aa.jpg,False,False,False,False
04055fd3e.jpg,False,False,True,False
0405e7c54.jpg,False,True,False,False
04072b39a.jpg,False,False,True,False
040de71ca.jpg,False,False,False,False
040fcc2f1.jpg,False,False,False,False
041187764.jpg,False,False,True,False
041a93b6d.jpg,False,False,True,False
04238d7e3.jpg,False,False,False,False
04246167f.jpg,False,False,True,False
042691991.jpg,False,False,False,False
0429258ad.jpg,True,False,False,False
044700866.jpg,False,False,True,True
04505c6df.jpg,False,False,False,False
04594d04e.jpg,False,False,True,False
046282f58.jpg,False,False,True,False
046c35525.jpg,True,False,False,False
0473a80ee.jpg,False,False,False,False
047681252.jpg,False,False,False,False
047fa15d0.jpg,False,False,True,False
04802a6c2.jpg,False,False,False,False
0482ee1d6.jpg,False,False,False,False
0483ecae0.jpg,False,False,False,False
0489a64d7.jpg,False,False,False,False
048d14d3f.jpg,False,False,True,False
048e8f015.jpg,False,False,False,False
04933e7f0.jpg,False,False,False,False
04985b2a8.jpg,False,False,False,False
0498abd18.jpg,False,False,True,False
049bad998.jpg,False,False,True,False
049fb17a1.jpg,False,False,False,False
04a06d744.jpg,False,False,True,False
04a4777e9.jpg,False,False,True,False
04a5009fa.jpg,False,False,True,False
04a5d5763.jpg,False,False,False,False
04ae7853c.jpg,False,False,True,False
04b0f819d.jpg,False,False,False,False
04bf23eba.jpg,False,False,False,False
04c3aade7.jpg,False,False,False,True
04d49c95d.jpg,False,False,True,False
04d527562.jpg,False,False,False,False
04d9a0db8.jpg,False,False,False,False
04e15fdc1.jpg,False,False,False,False
04e23e414.jpg,True,False,False,False
04fa19d59.jpg,False,False,False,True
050edacec.jpg,False,False,False,False
05172e316.jpg,False,False,False,False
05184e71b.jpg,False,False,True,False
0518e79e9.jpg,False,False,True,False
0519989b3.jpg,False,False,False,False
051f0d825.jpg,False,False,True,False
051f58cb4.jpg,False,False,False,False
0526d780c.jpg,False,False,True,False
052838084.jpg,False,False,True,False
052ac9a54.jpg,False,False,True,False
052cc2a0f.jpg,False,False,False,True
0534f1b45.jpg,False,False,True,False
05396b495.jpg,False,False,True,False
053bf4b5f.jpg,False,False,False,False
053e9a29c.jpg,False,False,True,False
054190eb2.jpg,False,False,True,False
05431e2d2.jpg,False,False,False,False
0549ad8ba.jpg,False,False,False,False
054d1650d.jpg,False,False,False,False
054fad516.jpg,False,False,False,False
056e34021.jpg,True,False,False,False
05747b10b.jpg,False,True,False,False
0576d3847.jpg,False,False,True,False
057b89dd5.jpg,False,False,True,False
0582ac66c.jpg,False,False,False,True
058a1e3b8.jpg,False,False,True,False
058f6a9c6.jpg,False,False,False,False
059000a4f.jpg,True,False,False,False
059327fe3.jpg,False,False,True,False
059910f5a.jpg,False,False,False,False
05a024a74.jpg,False,False,True,False
05a08c565.jpg,False,False,False,False
05a2c2eb0.jpg,False,False,False,False
05b847b1f.jpg,False,False,False,False
05b8ed770.jpg,False,False,False,False
05bb18957.jpg,False,False,False,False
05bc27672.jpg,False,False,False,False
05c05ea43.jpg,False,False,False,False
05d67a7ef.jpg,False,False,False,False
05d6bccf8.jpg,False,False,True,False
05f5e7366.jpg,False,False,True,False
05fc29f57.jpg,False,False,False,False
0602f0520.jpg,False,False,True,False
0603c2340.jpg,True,False,False,False
0606395c5.jpg,False,False,True,False
060964105.jpg,False,True,False,False
060c3159e.jpg,False,True,False,False
0613c11b3.jpg,False,False,False,False
061c3401a.jpg,False,False,False,False
062167783.jpg,False,False,True,False
0634275a6.jpg,False,False,False,False
063571c5c.jpg,False,False,True,False
063b5dcbe.jpg,False,False,False,False
063fa1630.jpg,False,False,False,True
0645d69f9.jpg,False,False,True,False
065b312ff.jpg,False,False,False,False
066b9220c.jpg,False,False,False,False
066bed8c1.jpg,False,False,False,False
066ecd182.jpg,False,False,True,False
06713b712.jpg,False,False,True,False
068587112.jpg,False,False,True,False
068c6c4a9.jpg,False,True,False,False
0696cfa05.jpg,False,False,True,False
06a01c775.jpg,True,False,False,False
06a86ee90.jpg,False,False,False,False
06ab5c48e.jpg,False,False,False,False
06ad83bac.jpg,False,False,True,False
06ae96c30.jpg,False,False,True,False
06aed81ba.jpg,False,False,True,False
06b384e78.jpg,False,False,True,False
06b49e34f.jpg,False,False,True,False
06d0fbb0c.jpg,False,False,True,False
06d3a99cb.jpg,False,False,True,False
06e099136.jpg,False,False,False,False
06e5521bc.jpg,False,False,False,False
06e55cb16.jpg,False,False,True,False
06e6582af.jpg,False,False,True,False
06e6e7a8c.jpg,False,False,False,True
06e7b157a.jpg,False,False,True,False
06e8eced9.jpg,False,False,False,False
06eb2151d.jpg,False,False,True,False
06f4583b1.jpg,False,False,True,False
06f52f4dd.jpg,False,False,True,False
06fb3a6e5.jpg,False,False,True,False
070037b64.jpg,False,False,False,False
